cs_tt,cs_ft,cs_tl,cs_fl,d_tt,d_ft,d_tl,d_fl,wd_tt,wd_ft,wd_tl,wd_fl,w_tt,w_ft,w_tl,w_fl,ns_tt,ns_ft,ns_tl,ns_fl
88.11879426,621,,,,,,,,,,,,,,,47.73098846,271.4,,
88.22485992,633.1,,,,,,,,,,,,,,,47.88434823,283.3,,
88.34820888,625.7,,,,,,,,,,,,,,,48.06241224,288,,
88.57872324,629.8,,,,,,,,,,,,,,,48.14387958,260.8,,
88.77178596,640.6,,,,,,,,,,,,,,,48.32738608,274.5,,
89.0389785,630.8,,,,,,,,,,,,,,,48.36293452,281.2,,
89.16390048,635.8,,,,,,,,,,,,,,,48.52111079,272.8,,
89.39990136,629.7,,,,,,,,,,,,,,,48.60658667,267.8,,
89.68168758,637,,,,,,,,,,,,,,,48.69707932,274.5,,
90.03490332,644.2,,,,,,,,,,,,,,,48.93125909,294.8,,
90.4568949,625.1,,,,,,,,,,,,,,,49.00942974,277.9,,
90.87708828,642.2,,,,,,,,,,,,,,,49.06028867,289.7,,
91.06518714,643.1,,,,,,,,,,,,,,,49.22681351,298.1,,
91.3560219,639.6,,,,,,,,,,,,,,,49.36368445,294.9,,
91.72041588,644.3,,,,,,,,,,,,,,,49.48883017,298.7,,
91.86978036,649.3,,,,,,,,,,,,,,,49.5052819,285.6,,
92.0328396,636.2,,,,,,,,,,,,,,,49.70616398,290.5,,
92.24712042,648.8,,,,,,,,,,,,,,,49.8476322,299,,
92.38235604,640.3,,,,,,,,,,,,,,,49.95417043,308,,
92.48264598,640.2,,,,,,,,,,,,,,,50.11986274,290.3,,
92.79283914,645.3,,,,,,,,,,,,,,,50.24809849,300.6,,
93.05941452,637.5,,,,,,,,,,,,,,,50.37654008,299.9,,
93.17724588,643.3,,,,,,,,,,,,,,,50.49974244,300.4,,
93.38916564,643.1,,,,,,,,,,,,,,,50.6724902,298.6,,
93.67987692,640.2,,,,,,,,,,,,,,,50.73912552,303,,
93.87761688,644.1,,,,,,,,,,,,,,,50.90167363,292.8,,
94.26406866,645.7,,,,,,,,,,,,,,,51.08673679,310,,
94.68429774,643.1,,,,,,,,,,,,,,,51.22725674,311.9,,
95.1112848,642.6,,,,,,,,,,,,,,,51.36843899,305.1,,
95.5894359,642.1,,,,,,,,,,,,,,,51.54971803,301.5,,
96.00745914,650,,,,,,,,,,,,,,,51.67173967,307,,
96.48500832,644.8,,,,,,,,,,,,,,,51.84275083,306.6,,
96.9965001,662.1,,,,,,,,,,,,,,,52.06276844,313.2,,
97.38397506,666.6,,,,,,,,,,,,,,,52.21089926,321,,
97.7034108,658.4,,,,,,,,,,,,,,,52.34532559,312.4,,
98.06149896,657.1,,,,,,,,,,,,,,,52.48361732,316.5,,
98.29906788,657.4,,,,,,,,,,,,,,,52.72433042,319.2,,
98.56843908,671.2,,,,,,,,,,,,,,,52.84652102,308.2,,
98.88097608,672.2,,,,,,,,,,,,,,,52.91291453,304.3,,
99.11133012,672.5,,,,,,,,,,,,,,,53.08307302,310,,
99.29368608,671.6,,,,,,,,,,,,,,,53.30655189,323.9,,
99.55961508,673.4,,,,,,,,,,,,,,,53.4257879,316.1,,
99.76913346,674.4,,,,,,,,,,,,,,,53.52348139,309.4,,
100.1240471,667,,,,,,,,,,,,,,,53.68597674,311.7,,
100.4233033,673.8,,,,,,,,,,,,,,,53.8252925,329.5,,
100.6472043,674,,,,,,,,,,,,,,,53.99985096,330.6,,
100.987812,692.3,,,,,,,,,,,,,,,54.15464878,320.5,,
101.4280267,687.3,,,,,,,,,,,,,,,54.31717959,323.7,,
101.8547542,678.8,,,,,,,,,,,,,,,54.52375266,335,,
102.46313,688.4,,,,,,,,,,,,,,,54.84238508,333.9,,
102.915285,693.8,,,,,,,,,,,,,,,55.07583836,332.1,,
103.4452444,693.3,,,,,,,,,,,,,,,55.30255546,321.8,,
103.7582921,700.5,,,,,,,,,,,,,,,55.55312914,340,,
104.1629718,714,,,,,,,,,,,,,,,55.72647382,336.4,,
104.5687127,699.1,,,,,,,,,,,,,,,56.00806466,330.5,,
104.9508353,699.8,,,,,,,,,,,,,,,56.2308419,345.3,,
105.2108571,696.6,,,,,,,,,,,,,,,56.39025421,331,,
105.4867628,704,,,,,,,,,,,,,,,56.48336072,344,,
105.8502449,710.8,,,,,,,,,,,,,,,56.59734714,341.3,,
106.1161031,720.2,,,,,,,,,,,,,,,56.74805809,344.9,,
106.3410143,713.6,,,,,,,,,,,,,,,56.78968756,348,,
106.4986237,713.7,,,,,,,,,,,,,,,56.85721232,343.9,,
106.4811609,718.1,,,,,,,,,,,,,,,56.85494003,354.4,,
106.3790908,709.3,,,,,,,,,,,,,,,57.01749829,352.1,,
106.3995625,703.4,,,,,,,,,,,,,,,57.06701095,353.2,,
106.5522014,714.6,,,,,,,,,,,,,,,57.09607095,343.6,,
106.6566196,716.3,,,,,,,,,,,,,,,57.20443907,355.3,,
106.9080437,729.4,,,,,,,,,,,,,,,57.29042596,366.8,,
107.3271337,737.2,,,,,,,,,,,,,,,57.32267936,365.4,,
107.6026582,732.2,,,,,,,,,,,,,,,57.49839304,368.6,,
107.8697059,739.5,,,,,,,,,,,,,,,57.65113299,370.4,,
107.9744285,726.7,,,,,,,,,,,,,,,57.83977466,367.6,,
108.3569527,730.2,,,,,,,,,,,,,,,58.13728766,351.6,,
108.5824117,732.9,,,,,,,,,,,,,,,58.40762909,373.9,,
108.8652864,716.2,,,,,,,,,,,,,,,58.64111754,374.8,,
109.0585103,739.6,,,,,,,,,,,,,,,58.81575629,371.9,,
109.2617507,727.9,,,,,,,,,,,,,,,59.01989104,368.9,,
109.5629716,746.7,,,,,,,,,,,,,,,59.23659412,380.5,,
109.7627878,744.8,,,,,,,,,,,,,,,59.45657333,369.1,,
110.0668467,729.2,,,,,,,,,,,,,,,59.65449227,374,,
110.2453967,746.2,,,,,,,,,,,,,,,59.79519793,371.5,,
110.4841037,749.4,,,,,,,,,,,,,,,59.90083335,369.3,,
110.5956982,742.9,,,,,,,,,,,,,,,60.05268606,385.1,,
110.7108317,743,,,,,,,,,,,,,,,60.1255563,378,,
110.9137012,758,,,,,,,,,,,,,,,60.18959898,379.9,,
111.1655845,750.1,,,,,,,,,,,,,,,60.2392449,375.6,,
111.332229,754,,,,,,,,,,,,,,,60.31016184,394.8,,
111.5760367,753.1,,,,,,,,,,,,,,,60.3085749,385.7,,
111.8505203,754.1,,,,,,,,,,,,,,,60.27617178,393.2,,
112.1424923,745.8,,,,,,,,,,,,,,,60.17101296,410.2,,
112.5609703,772.5,,,,,,,,,,,,,,,60.19574076,385.8,,
112.9041878,765.7,,,,,,,,,,,,,,,60.05713206,409.5,,
113.2479354,754.2,,,,,,,,,,,,,,,60.01671168,398.3,,
113.5333486,760.5,,,,,,,,,,,,,,,59.94581638,400.7,,
113.7633961,774.3,,,,,,,,,,,,,,,59.85631107,395.2,,
113.9857654,762.7,,,,,,,,,,,,,,,59.72783135,396.2,,
114.1697018,773,,,,,,,,,,,,,,,59.59590527,395.4,,
114.2358326,772.4,,,,,,,,,,,,,,,59.50008037,394.4,,
114.43669,776.2,,,,,,,,,,,,,,,59.5000944,383.8,,
114.5394515,783.1,,,,,,,,,,,,,,,59.65381128,377.5,,
114.6557339,766.7,,,,,,,,,,,,,,,59.75091094,381.8,,
114.869216,766.6,,,,,,,,,,,,,,,59.87164591,388.4,,
114.9913478,779.8,,,,,,,,,,,,,,,59.8997486,404.6,,
115.278348,783.8,,,,,,,,,,,,,,,59.85119593,391.8,,
115.5332812,779.1,,,,,,,,,,,,,,,59.79518997,397.9,,
115.739901,782.5,,,,,,,,,,,,,,,59.81247294,403.4,,
115.9198588,783.4,,,,,,,,,,,,,,,59.74248493,408.1,,
116.2390966,787.5,,,,,,,,,,,,,,,59.50971871,410.8,,
116.4771234,787.8,,,,,,,,,,,,,,,59.29958917,410.6,,
116.6973818,790.6,,,,,,,,,,,,,,,59.06022604,412.7,,
116.9038348,803.3,,,,,,,,,,,,,,,58.89514739,407.7,,
117.0621526,791.5,,,,,,,,,,,,,,,58.54345192,416.2,,
117.2123963,784,,,,,,,,,,,,,,,58.20987221,404.1,,
117.5743435,805.4,,,,,,,,,,,,,,,57.88830174,398.8,,
118.0468927,797.1,,,,,,,,,,,,,,,57.38105696,408.7,,
118.4618156,807.3,,,,,,,,,,,,,,,56.76513378,398.4,,
118.9109357,803.3,,,,,,,,,,,,,,,56.0760897,393,,
119.3692714,788.6,,,,,,,,,,,,,,,55.09365509,412.6,,
119.8917577,788.5,,,,,,,,,,,,,,,53.8403527,403.5,,
120.4091026,782.6,,,,,,,,,,,,,,,52.28614513,395.4,,
121.2398705,798.8,,,,,,,,,,,,,,,50.27263334,396.5,,
121.9997822,802,,,,,,,,,,,,,,,47.70222923,400,,
122.8013596,796.6,,,,,,,,,,,,,,,44.90009752,396.2,,
123.6913558,808.4,,,,,,,,,,,,,,,41.99884765,399.6,,
124.4504238,800.6,,,,,,,,,,,,,,,39.19021222,389.4,,
124.9727425,816.5,,,,,,,,,,,,,,,36.63058301,391.8,,
125.3550766,817.4,,,,,,,,,,,,,,,34.38383721,391.9,,
125.7434871,814.6,,,,,,,,,,,,,,,32.38463459,386.3,,
126.007685,822.2,,,,,,,,,,,,,,,30.84337121,377.8,,
126.236235,804,,,,,,,,,,,,,,,29.7511495,391.7,,
126.4638109,803,,,,,,,,,,,,,,,29.32040865,390.3,,
126.6548379,820.1,,,,,,,,,,,,,,,29.15491762,379.6,,
126.9223191,830.3,,,,,,,,,,,,,,,29.39522798,389.5,,
127.3784425,827.6,,,,,,,,,,,,,,,30.00074282,390.2,,
127.8004617,827.9,,,,,,,,,,,,,,,30.97499716,372.2,,
128.3865496,832,,,,,,,,,,,,,,,32.3911555,369,,
128.8585018,828.6,,,,,,,,,,,,,,,34.13696415,383.9,,
129.3210366,836.1,,,,,,,,,,,,,,,36.10664966,382.7,,
129.903062,835.3,,,,,,,,,,,,,,,38.0291049,387,,
130.4092197,828.2,,,,,,,,,,,,,,,39.62698379,376,,
130.9356513,842.9,,,,,,,,,,,,,,,40.65813125,380.7,,
131.3787964,844.5,,,,,,,,,,,,,,,41.1813064,372,,
131.8972234,827.8,,,,,,,,,,,,,,,41.22438182,371.7,,
132.2312939,841,,,,,,,,,,,,,,,40.73216456,366.2,,
132.7461434,843.2,,,,,,,,,,,,,,,39.82836695,382.7,,
133.1583292,844.2,,,,,,,,,,,,,,,38.6271108,366.6,,
133.5150588,858,,,,,,,,,,,,,,,37.59335174,377.7,,
133.9185098,867.6,,,,,,,,,,,,,,,36.51011231,375.5,,
134.279579,863.4,,,,,,,,,,,,,,,35.69470251,368.1,,
134.5428572,877.6,,,,,,,,,,,,,,,35.25067247,364,,
134.9434649,871.5,,,,,,,,,,,,,,,36.38716508,362.9,,
135.3208344,855.1,,,,,,,,,,,,,,,38.9219279,374.1,,
135.6864598,863.6,,,,,,,,,,,,,,,40.95841714,365.6,,
136.1171161,867.3,,,,,,,,,,,,,,,42.87514348,361.1,,
136.5349348,876.3,,,,,,,,,,,,,,,43.1989897,368.9,,
137.0473877,872.7,,,,,,,,,,,,,,,42.97849093,363.9,,
137.4849052,874.7,,,,,,,,,,,,,,,42.40758754,366.2,,
137.971701,883.4,,,,,,,,,,,,,,,41.45848646,371.3,,
138.4738597,891,,,,,,,,,,,,,,,40.72651427,378.7,,
138.942947,888.2,,,,,,,,,,,,,,,40.44994775,375.2,,
139.3919563,897.6,,,,,,,,,,,,,,,40.49022839,373.4,,
139.8461789,901.8,,,,,,,,,,,,,,,40.86722196,354.7,,
140.2041146,892.8,,,,,,,,,,,,,,,41.60241638,367.9,,
140.3230406,897.4,,,,,,,,,,,,,,,42.57607281,378.6,,
140.6363795,902.2,,,,,,,,,,,,,,,43.65868823,367.1,,
140.8373752,908.5,,,,,,,,,,,,,,,44.43728654,371.3,,
140.7955632,914.2,,,,,,,,,,,,,,,44.67643707,367.1,,
140.8756063,918.8,,,,,,,,,,,,,,,44.4226228,357.9,,
140.9462823,922.2,,,,,,,,,,,,,,,43.67107246,358.9,,
140.9060528,915.3,,,,,,,,,,,,,,,42.47735351,361.3,,
140.9463072,919.5,,,,,,,,,,,,,,,41.11058864,367.9,,
141.0695964,928.8,,,,,,,,,,,,,,,39.66910901,358.8,,
141.1414784,913.8,,,,,,,,,,,,,,,38.63866882,371.5,,
141.2201509,919,,,,,,,,,,,,,,,37.99729915,369.8,,
141.422703,916.3,,,,,,,,,,,,,,,37.77116603,354.3,,
141.6832324,922,,,,,,,,,,,,,,,38.07944443,369.6,,
141.9574813,925.4,,,,,,,,,,,,,,,38.87685552,364.4,,
142.2380438,921.8,,,,,,,,,,,,,,,40.01942899,361.9,,
142.5508042,929.7,,,,,,,,,,,,,,,40.98727091,367.5,,
142.8354898,931.4,,,,,,,,,,,,,,,41.99347129,355.1,,
143.1726123,938.1,,,,,,,,,,,,,,,42.95475923,366.5,,
143.5774644,938.6,,,,,,,,,,,,,,,43.74363538,360.7,,
144.0106439,936.6,,,,,,,,,,,,,,,44.56365563,356.1,,
144.2972934,931.8,,,,,,,,,,,,,,,45.25515303,358.6,,
144.5679668,930.6,,,,,,,,,,,,,,,45.72212524,365.4,,
144.9020002,949.2,,,,,,,,,,,,,,,46.09026766,364.4,,
145.1071675,950.1,,,,,,,,,,,,,,,46.2850447,366.2,,
145.2495448,940,,,,,,,,,,,,,,,46.19783649,362.8,,
145.4807841,951.6,,,,,,,,,,,,,,,46.11125203,354.8,,
145.580012,968.1,,,,,,,,,,,,,,,45.92777009,368.2,,
145.7973443,961.8,,,,,,,,,,,,,,,45.78848787,362.1,,
146.0376019,964.3,,,,,,,,,,,,,,,45.68791617,358.3,,
146.2172965,963.7,,,,,,,,,,,,,,,45.69066434,350.4,,
146.6184253,952.4,,,,,,,,,,,,,,,45.89822791,360.9,,
147.081646,960.8,,,,,,,,,,,,,,,46.29387608,365.4,,
147.4939902,964.7,,,,,,,,,,,,,,,46.59374619,363.6,,
148.1045294,959.4,,,,,,,,,,,,,,,46.80200066,360.9,,
148.8727431,955.1,,,,,,,,,,,,,,,46.77210759,351.3,,
149.773438,965.2,,,,,,,,,,,,,,,46.50462316,372.2,,
150.7066661,958.5,,,,,,,,,,,,,,,45.87503213,349.5,,
151.5073182,973.3,,,,,,,,,,,,,,,45.19831045,364.7,,
152.1843872,990.4,,,,,,,,,,,,,,,44.30660347,361.1,,
152.5137133,987.2,,,,,,,,,,,,,,,43.3674825,366.4,,
152.7535704,965.3,,,,,,,,,,,,,,,42.33858301,357.5,,
152.8804529,985,,,,,,,,,,,,,,,41.29021642,359.1,,
152.8406336,979.5,,,,,,,,,,,,,,,40.36417558,348.3,,
152.8088586,977.3,,,,,,,,,,,,,,,39.68975029,351.8,,
152.843119,993.8,,,,,,,,,,,,,,,39.19184711,360,,
152.9158657,982.6,,,,,,,,,,,,,,,38.67769601,360.6,,
153.0561694,985.3,,,,,,,,,,,,,,,38.04379219,374.2,,
153.2236457,986.2,,,,,,,,,,,,,,,37.19929934,360.5,,
153.4998389,992.9,,,,,,,,,,,,,,,36.18871336,367.4,,
153.7965283,1002,,,,,,,,,,,,,,,35.02379368,358.2,,
154.137127,1017.9,,,,,,,,,,,,,,,33.74605551,363.8,,
154.4600628,999.9,,,,,,,,,,,,,,,32.56160916,371.8,,
154.6833835,1024,,,,,,,,,,,,,,,31.41227773,362.3,,
154.8464162,1023.2,,,,,,,,,,,,,,,30.48983299,362.4,,
155.0843489,1021.4,,,,,,,,,,,,,,,29.70602438,376.5,,
155.4702545,1019.2,,,,,,,,,,,,,,,29.28941874,359.1,,
155.8290028,1018,,,,,,,,,,,,,,,29.30358079,358.8,,
156.2042152,1022.3,,,,,,,,,,,,,,,29.63901884,365.8,,
156.6980869,1035.2,,,,,,,,,,,,,,,30.26129374,362.3,,
157.0990671,1030.1,,,,,,,,,,,,,,,31.07857478,362.9,,
157.5904643,1029.7,,,,,,,,,,,,,,,32.15406619,353.3,,
158.0416441,1034.4,,,,,,,,,,,,,,,33.30234208,372.7,,
158.6023915,1041.5,,,,,,,,,,,,,,,34.45084048,364.4,,
159.0162757,1029,,,,,,,,,,,,,,,35.57608498,378.9,,
159.4470545,1015.4,,,,,,,,,,,,,,,36.54199773,356.3,,
159.8652038,1041.7,,,,,,,,,,,,,,,37.11443714,360,,
160.1263882,1045.2,,,,,,,,,,,,,,,37.45944715,350.6,,
160.5269815,1035.1,,,,,,,,,,,,,,,37.57798986,356,,
160.937177,1066.8,,,,,,,,,,,,,,,37.18524093,360.5,,
161.2957096,1086.4,,,,,,,,,,,,,,,36.70052444,354.1,,
161.7924103,1074.4,,,,,,,,,,,,,,,36.18714904,352.9,,
162.2923108,1095.4,,,,,,,,,,,,,,,35.84867762,368.7,,
162.7229443,1090.7,,,,,,,,,,,,,,,35.85490882,369.8,,
163.154623,1077.4,,,,,,,,,,,,,,,36.34873765,369.9,,
163.5412723,1091,,,,,,,,,,,,,,,37.21159874,358.4,,
163.8916179,1080.8,,,,,,,,,,,,,,,38.41320824,338.6,,
164.082695,1084.2,,,,,,,,,,,,,,,39.78912283,346.3,,
164.3632261,1092.7,,,,,,,,,,,,,,,41.09295121,355.9,,
164.5964203,1107.7,,,,,,,,,,,,,,,42.21828947,360.3,,
164.7968012,1108.6,,,,,,,,,,,,,,,43.07332633,355.3,,
165.0694799,1108,,,,,,,,,,,,,,,43.69177872,367.2,,
165.1671437,1105.7,,,,,,,,,,,,,,,43.9164614,371.8,,
165.426836,1102.6,,,,,,,,,,,,,,,43.82001636,369.2,,
165.623696,1118.4,,,,,,,,,,,,,,,43.56128069,366.6,,
165.8880501,1129.9,,,,,,,,,,,,,,,43.09292186,368.2,,
166.1514574,1124.9,,,,,,,,,,,,,,,42.55359869,375.7,,
166.2827118,1128,,,,,,,,,,,,,,,41.90967147,377.9,,
166.4575106,1140.1,,,,,,,,,,,,,,,41.35500991,370,,
166.700884,1131.1,,,,,,,,,,,,,,,40.83911931,365,,
166.8461561,1144.8,,,,,,,,,,,,,,,40.61013169,381.5,,
167.0563669,1140,,,,,,,,,,,,,,,40.49862853,374.9,,
167.3834783,1153.1,,,,,,,,,,,,,,,40.65571327,376,,
167.7140678,1135.9,,,,,,,,,,,,,,,41.07808256,391.1,,
168.1214828,1141.2,,,,,,,,,,,,,,,41.64070655,387.6,,
168.6373045,1144.8,,,,,,,,,,,,,,,42.27763176,387.2,,
169.1480423,1138.7,,,,,,,,,,,,,,,42.84933854,372.8,,
169.738324,1138.8,,,,,,,,,,,,,,,43.50784866,368.6,,
170.3064176,1145.1,,,,,,,,,,,,,,,44.08929965,372.1,,
170.9247561,1156.4,,,,,,,,,,,,,,,44.66199757,384.8,,
171.5692942,1160.4,,,,,,,,,,,,,,,45.13905683,382.5,,
172.0699844,1161.6,,,,,,,,,,,,,,,45.41996824,387.2,,
172.6229492,1172.7,,,,,,,,,,,,,,,45.48220888,379.7,,
173.0140292,1174,,,,,,,,,,,,,,,45.09617083,366.9,,
173.3742186,1163.7,,,,,,,,,,,,,,,44.30378,372.1,,
173.5801603,1167.2,,,,,,,,,,,,,,,43.03985593,367.7,,
173.9109097,1184,,,,,,,,,,,,,,,41.50224128,372.1,,
174.1996679,1189.4,,,,,,,,,,,,,,,39.90439198,370.7,,
174.5169284,1173.1,,,,,,,,,,,,,,,38.3549213,370,,
174.8496855,1179,,,,,,,,,,,,,,,36.91249535,374.9,,
175.1294006,1191,,,,,,,,,,,,,,,35.74236085,362,,
175.5760277,1187.5,,,,,,,,,,,,,,,35.01569558,370.5,,
175.9136482,1197.7,,,,,,,,,,,,,,,34.47191681,367.1,,
176.4665718,1196,,,,,,,,,,,,,,,34.34049748,379.3,,
177.014692,1205.8,,,,,,,,,,,,,,,34.56828982,364.5,,
177.6472164,1203.8,,,,,,,,,,,,,,,34.864847,380.5,,
178.1251438,1189.9,,,,,,,,,,,,,,,35.15925898,380.3,,
178.5878723,1203.2,,,,,,,,,,,,,,,35.30992841,367.2,,
179.0522314,1198.2,,,,,,,,,,,,,,,35.25601874,379.3,,
179.500781,1205,,,,,,,,,,,,,,,34.86085952,385.1,,
179.9269354,1212.3,,,,,,,,,,,,,,,34.37324818,371.6,,
180.2721277,1207.5,,,,,,,,,,,,,,,33.87136015,364.8,,
180.6986041,1218.8,,,,,,,,,,,,,,,33.25187109,367.1,,
181.0904042,1211.8,,,,,,,,,,,,,,,32.56590927,364.8,,
181.5102862,1227.6,,,,,,,,,,,,,,,31.78835799,374.4,,
181.9973249,1231.9,,,,,,,,,,,,,,,30.8059548,370.1,,
182.3759341,1226,,,,,,,,,,,,,,,29.7049492,369.1,,
182.8504304,1230.4,,,,,,,,,,,,,,,28.56470093,382.7,,
183.1921522,1246.3,,,,,,,,,,,,,,,27.60002736,381.6,,
183.6818209,1251.7,,,,,,,,,,,,,,,26.70742269,393.9,,
184.1415077,1246.3,,,,,,,,,,,,,,,26.14870186,372.6,,
184.7613175,1255.1,,,,,,,,,,,,,,,25.85373656,378.6,,
185.3090478,1256.9,,,,,,,,,,,,,,,25.81089187,383.9,,
185.9713532,1254.2,,,,,,,,,,,,,,,26.12014972,398.6,,
186.8118667,1258.8,,,,,,,,,,,,,,,26.58391949,366.4,,
187.5539291,1265.6,,,,,,,,,,,,,,,27.34952949,369.1,,
188.1483842,1271.3,,,,,,,,,,,,,,,28.46555383,370.6,,
188.6599915,1290.5,,,,,,,,,,,,,,,29.95822636,371.5,,
189.0567298,1279.4,,,,,,,,,,,,,,,31.71646615,376.5,,
189.2936122,1281,,,,,,,,,,,,,,,33.48865016,370.3,,
189.5532526,1279.1,,,,,,,,,,,,,,,35.13911456,369.5,,
189.7602393,1295.1,,,,,,,,,,,,,,,36.53106129,383.2,,
189.8545249,1300.9,,,,,,,,,,,,,,,37.40203083,372.7,,
189.9814445,1309.2,,,,,,,,,,,,,,,37.843187,378,,
190.150354,1306.8,,,,,,,,,,,,,,,37.87016562,382.5,,
190.317278,1303.3,,,,,,,,,,,,,,,37.30902269,375,,
190.3872054,1322.3,,,,,,,,,,,,,,,36.26243874,371.9,,
190.4127054,1323.7,,,,,,,,,,,,,,,34.94074441,375.7,,
190.4963853,1325.8,,,,,,,,,,,,,,,33.69708549,381.4,,
190.6221106,1328,,,,,,,,,,,,,,,32.49446891,368.2,,
190.6790606,1334.1,,,,,,,,,,,,,,,31.49414437,370.7,,
190.8631091,1325.1,,,,,,,,,,,,,,,30.83233081,376.9,,
191.1184808,1324.9,,,,,,,,,,,,,,,30.42924698,376.4,,
191.3732888,1339,,,,,,,,,,,,,,,30.34022124,360.5,,
191.6021272,1332.4,,,,,,,,,,,,,,,30.52772305,363.5,,
191.8796263,1330.2,,,,,,,,,,,,,,,30.92651849,377.7,,
192.0430008,1341.4,,,,,,,,,,,,,,,31.41980735,357.8,,
192.3347021,1341.6,,,,,,,,,,,,,,,32.01186082,370.3,,
192.5429633,1343.6,,,,,,,,,,,,,,,32.4523047,370.3,,
192.6172453,1348,,,,,,,,,,,,,,,32.61505283,362.6,,
192.7167021,1345.6,,,,,,,,,,,,,,,32.43746383,376,,
192.7134388,1343.2,,,,,,,,,,,,,,,31.91565697,364.8,,
192.8272192,1341.7,,,,,,,,,,,,,,,31.03943942,362.2,,
192.9997724,1356.3,,,,,,,,,,,,,,,29.84101559,367.3,,
193.1791102,1361.2,,,,,,,,,,,,,,,28.73050089,363.4,,
193.3295864,1368.3,,,,,,,,,,,,,,,27.7526425,359.9,,
193.5224072,1365.4,,,,,,,,,,,,,,,27.13365899,360.6,,
193.8398698,1353.5,,,,,,,,,,,,,,,26.91300543,368.5,,
194.2054379,1358.9,,,,,,,,,,,,,,,27.06642715,367.4,,
194.683292,1373.6,,,,,,,,,,,,,,,27.68379222,365,,
195.0862353,1374.7,,,,,,,,,,,,,,,28.56388472,375.6,,
195.6171533,1384.7,,,,,,,,,,,,,,,29.64846475,369.1,,
196.3010227,1388.7,,,,,,,,,,,,,,,30.49735693,379.6,,
197.0603878,1376.3,,,,,,,,,,,,,,,30.97088059,376.9,,
197.7550608,1386.8,,,,,,,,,,,,,,,31.27725289,371.6,,
198.3480899,1391.7,,,,,,,,,,,,,,,31.55743714,381.8,,
198.9917566,1393.6,,,,,,,,,,,,,,,31.44471511,373.6,,
199.4372301,1390.5,,,,,,,,,,,,,,,30.7485842,373,,
199.9106377,1402.8,,,,,,,,,,,,,,,29.78934197,370.4,,
200.5043656,1399.1,,,,,,,,,,,,,,,28.72841512,365.8,,
201.1103941,1405.3,,,,,,,,,,,,,,,27.95124723,374,,
201.7604617,1421.2,,,,,,,,,,,,,,,27.25495105,381.5,,
202.3652105,1420.2,,,,,,,,,,,,,,,26.70206453,364,,
203.0936104,1407,,,,,,,,,,,,,,,26.37892681,379.2,,
203.7545254,1405.8,,,,,,,,,,,,,,,26.30763914,366.6,,
204.3365197,1409.6,,,,,,,,,,,,,,,26.34297392,379.7,,
205.0968475,1421.5,,,,,,,,,,,,,,,26.66294202,367.9,,
205.7957371,1437.5,,,,,,,,,,,,,,,27.12199916,378.1,,
206.4788177,1428.6,,,,,,,,,,,,,,,27.80864884,392.9,,
207.1856082,1421,,,,,,,,,,,,,,,28.48436304,379.6,,
207.8770057,1422.2,,,,,,,,,,,,,,,29.13063881,396.2,,
208.4468563,1427.5,,,,,,,,,,,,,,,29.86171447,387.9,,
209.2123444,1431.7,,,,,,,,,,,,,,,30.3908533,392.2,,
209.9551283,1446.1,,,,,,,,,,,,,,,30.82250489,389.8,,
210.7091367,1453,,,,,,,,,,,,,,,31.09799903,384.4,,
211.4395658,1463.4,,,,,,,,,,,,,,,31.12162556,394.3,,
212.0565073,1451.2,,,,,,,,,,,,,,,30.5940038,380.8,,
212.6736021,1465.6,,,,,,,,,,,,,,,29.57530772,377.3,,
213.2151527,1465.1,,,,,,,,,,,,,,,28.11375889,377.6,,
213.8982056,1475.6,,,,,,,,,,,,,,,26.37293896,377.6,,
214.4648666,1473.4,,,,,,,,,,,,,,,24.53226374,386.7,,
215.0455041,1477,,,,,,,,,,,,,,,22.99658289,380.6,,
215.7552379,1480.6,,,,,,,,,,,,,,,21.62025736,371.5,,
216.3463231,1489.5,,,,,,,,,,,,,,,20.34712988,372.8,,
217.0151071,1485.3,,,,,,,,,,,,,,,19.28538216,371.6,,
217.6372493,1481.4,,,,,,,,,,,,,,,18.4755517,368.5,,
218.3548877,1499,,,,,,,,,,,,,,,17.78784464,367.6,,
218.9965925,1503.2,,,,,,,,,,,,,,,17.42686291,377.4,,
219.7953605,1508.5,,,,,,,,,,,,,,,17.30846136,385.4,,
220.6331874,1499.8,,,,,,,,,,,,,,,17.57343482,372.6,,
221.4534098,1505.3,,,,,,,,,,,,,,,18.44930618,360.2,,
222.2478145,1521.1,,,,,,,,,,,,,,,19.83096644,373.2,,
223.0404011,1516.7,,,,,,,,,,,,,,,21.46382582,351.8,,
223.7366171,1515.6,,,,,,,,,,,,,,,23.14700916,366.9,,
224.3260524,1518.6,,,,,,,,,,,,,,,24.85136959,372.5,,
224.9628495,1528.1,,,,,,,,,,,,,,,26.33716235,364.7,,
225.4552597,1539.9,,,,,,,,,,,,,,,27.30106411,371.6,,
226.0461661,1545.7,,,,,,,,,,,,,,,27.97305818,384.9,,
226.6532964,1543.7,,,,,,,,,,,,,,,28.1183457,375.6,,
227.3034921,1556.3,,,,,,,,,,,,,,,27.69085823,368.2,,
227.9400729,1570.3,,,,,,,,,,,,,,,26.97098779,375,,
228.5912377,1567,,,,,,,,,,,,,,,26.06408484,367.6,,
229.169466,1564.2,,,,,,,,,,,,,,,25.27410638,367.6,,
229.707724,1569.7,,,,,,,,,,,,,,,24.68683742,371.5,,
