cs_tt,cs_ft,cs_tl,cs_fl,d_tt,d_ft,d_tl,d_fl,wd_tt,wd_ft,wd_tl,wd_fl,w_tt,w_ft,w_tl,w_fl,ns_tt,ns_ft,ns_tl,ns_fl
21.8772,43.1,,,42.8306,2.2079,,,290.5296,1273.1,,,105.2748,722.3,-0.39,23.2,0.0972,0.026,,
21.9588,46.2,,,43.0198,2.2211,,,292.2912,1296.5,,,106.392,733.9,-0.5832,17.3,0.1222,0.032,,
22.0044,49,,,43.2392,2.2282,,,294.4152,1292.6,,,107.544,740.8,-0.5184,14.6,0.0677,0.0274,,
22.1892,52.6,,,43.4392,2.2365,,,296.2332,1306.4,,,108.354,751.1,-0.1668,16.9,0.0875,0.0151,,
22.2912,51.6,,,43.6178,2.2476,,,298.71,1319.4,,,109.074,771.1,0.4044,-15.6,0.0956,0.0272,,
22.9752,51.3,,,43.8376,2.2689,,,300.6648,1330.9,,,110.8152,772.7,0.4884,-33.2,0.0627,0.0269,,
23.0064,53,,,44.0759,2.2788,,,302.5116,1334.8,,,111.576,778.8,0.4236,-33.2,0.0809,0.0232,,
23.1936,57.9,,,44.2899,2.2874,,,304.6908,1342.7,,,112.8084,788.6,0.192,-43.3,0.0861,0.0228,,
23.6808,57.2,,,44.4857,2.3055,,,306.9888,1362.7,,,113.4936,799.4,0.6672,-32.5,0.0585,0.022,,
23.8056,59.1,,,44.7262,2.319,,,309.0888,1371.3,,,114.804,816.8,0.7656,-40.8,0.0755,0.0141,,
24.3156,60.2,,,44.9243,2.3308,,,311.1888,1381.4,,,115.9224,830.3,0.4848,-40.4,0.0726,0.027,,
24.7536,65.8,,,45.1147,2.3394,,,313.572,1390.1,,,117.1056,833.4,0.6024,-35.7,0.072,0.0236,,
24.8448,68.2,,,45.2853,2.3531,,,315.702,1411.4,,,118.0992,849.4,0.666,-38.6,0.0814,0.0124,,
25.3596,72,,,45.4646,2.3644,,,318.3252,1412.3,,,119.0532,861.7,0.672,-31.6,0.0528,0.0171,,
26.0232,69.7,,,45.658,2.377,,,320.0652,1429.2,,,120.5496,859.3,0.7848,-41.4,0.0717,0.0113,,
26.34,76,,,45.8416,2.3838,,,322.3884,1437.5,,,121.5972,869.2,0.5724,-42.3,0.0545,0.0147,,
26.5704,84.1,,,46.0136,2.3935,,,324.4728,1452.1,,,122.9436,883.4,0.5244,-52.2,0.0396,0.0133,,
27.132,78.9,,,46.1645,2.4161,,,326.7972,1466,,,123.6348,898,0.594,-39.8,0.0567,0.0133,,
27.6624,81.8,,,46.3394,2.4245,,,329.0724,1461.7,,,124.7964,902.7,0.8208,-35.8,0.0628,0.0156,,
27.7728,85.5,,,46.5013,2.4321,,,331.302,1475.7,,,125.8128,913.9,1.02,-43.2,0.0578,0.0173,,
28.3104,90.4,,,46.6681,2.435,,,333.3468,1483.9,,,126.7332,922.1,1.026,-37,0.0308,0.0209,,
29.1444,94.2,,,46.8394,2.4515,,,335.3928,1502.2,,,128.1996,931.2,0.4992,-45.1,0.0572,0.0195,,
29.592,94.8,,,47.0663,2.4603,,,337.7604,1513.6,,,129.0804,939.1,,,0.0836,0.018,,
30.4452,87.2,,,47.2809,2.4704,,,340.2108,1516.7,,,130.5948,942,,,0.0595,0.0208,,
30.8304,97.9,,,47.4353,2.4802,,,342.3852,1536.4,,,131.4456,957.5,,,0.0647,0.026,,
31.038,97.2,,,47.6212,2.4873,,,344.7708,1538.5,,,132.2184,962.2,,,0.0756,0.0227,,
31.4832,92.2,,,47.8273,2.4948,,,347.346,1555.5,,,133.6464,966.3,,,0.0648,0.0309,,
32.0232,95.2,,,48.0141,2.5056,,,349.8276,1560.7,,,134.97,979.2,,,0.0716,0.0217,,
32.8572,104.1,,,48.1842,2.5274,,,351.81,1574.8,,,136.014,992.1,,,0.0676,0.0218,,
32.7552,126.7,,,48.3175,2.54,,,354.3552,1595.1,,,137.4804,997.8,,,0.0266,0.0286,,
33.6144,121.1,,,48.4335,2.5387,,,357.2016,1603.7,,,138.408,1003.9,,,0.064,0.0222,,
34.4748,126.6,,,48.5939,2.5551,,,359.0892,1609.8,,,139.3548,1009.2,,,0.1102,0.0253,,
34.9788,127.8,,,48.7428,2.5737,,,361.4712,1627.8,,,140.6244,1022,,,0.0787,0.02,,
35.682,137,,,48.8641,2.5846,,,363.7332,1642.1,,,142.1208,1034.7,,,0.0781,0.0147,,
36.042,137.3,,,49.0199,2.581,,,365.7612,1650.5,,,142.8156,1053.8,,,0.06,0.0152,,
36.7452,143.3,,,49.1399,2.586,,,368.2932,1659.7,,,144.576,1052.6,,,0.0806,0.016,,
37.4436,141.5,,,49.2423,2.5874,,,369.8808,1670.5,,,144.9408,1062.8,,,0.0838,0.0175,,
37.8696,150.5,,,49.4155,2.5986,,,371.664,1683.4,,,148.0056,1072.2,,,0.0662,0.0267,,
38.1132,153.9,,,49.5634,2.6008,,,373.5228,1692.2,,,142.5528,1078.3,,,0.0699,0.0213,,
38.5836,154.3,,,49.7105,2.6101,,,375.1128,1700.9,,,135.3648,1075.7,,,0.0721,0.0213,,
39.564,157.7,,,49.8114,2.6224,,,377.1708,1719.2,,,147.6648,1077,,,0.0819,0.0248,,
39.9396,152.1,,,49.9335,2.6299,,,379.2756,1722.7,,,149.6772,1083.4,,,0.0683,0.0229,,
40.3176,151.9,,,50.0481,2.6396,,,381.2388,1722.9,,,149.2452,1088.1,,,0.0695,0.0249,,
40.6728,163,,,50.1499,2.6531,,,383.8392,1742.2,,,149.292,1100.5,,,0.0711,0.0219,,
41.3004,168.3,,,50.2851,2.6557,,,386.202,1760.1,,,153.924,1119.2,,,0.0546,0.023,,
42.0336,177.9,,,50.419,2.6664,,,388.1868,1763.4,,,154.7916,1128.9,,,0.0907,0.0236,,
42.63,181.3,,,50.5302,2.6651,,,390.8016,1786.9,,,156.4956,1142.2,,,0.0752,0.0168,,
42.624,186.2,,,50.6692,2.6731,,,393.0324,1791.3,,,157.3176,1147.8,,,0.0604,0.0254,,
43.1652,180.9,,,50.7919,2.6729,,,395.4192,1800.2,,,158.3328,1165.3,,,0.0554,0.0246,,
43.4376,181.5,,,51.0344,2.6757,,,397.8288,1808,,,159.9108,1166.4,,,0.0471,0.028,,
43.7904,192.5,,,51.2241,2.6872,,,400.1196,1815.3,,,161.058,1185.4,,,0.0894,0.0228,,
44.3904,200,,,51.422,2.6964,,,402.6,1829.8,,,161.9928,1188.5,,,0.0791,0.0108,,
45.0408,195,,,51.6013,2.7014,,,405.3936,1838.8,,,163.3284,1208.7,,,0.066,0.0122,,
45.1104,191,,,51.8034,2.718,,,407.5176,1862.5,,,164.0328,1217,,,0.0512,0.0082,,
45.4248,194.1,,,51.9586,2.7232,,,410.2968,1865.7,,,165.0372,1223.6,,,0.0654,0.0192,,
46.1208,207.3,,,52.1287,2.7277,,,412.9608,1879.1,,,165.9144,1231.7,,,0.0512,0.0167,,
46.6092,212.1,,,52.3309,2.7408,,,414.9384,1899.9,,,166.6296,1243,,,0.0069,0.0184,,
47.2284,208.7,,,52.4374,2.7437,,,417.7248,1905.9,,,167.34,1252.3,,,0.0423,0.0152,,
47.6688,208.6,,,52.5786,2.7573,,,420.1464,1922.2,,,168.366,1255.9,,,0.0919,0.0119,,
47.9052,222.4,,,52.7961,2.7612,,,422.562,1935.6,,,168.7908,1264.6,,,0.0627,0.0083,,
48.7164,235.9,,,52.8967,2.7668,,,425.082,1946.5,,,169.5324,1267.3,,,0.0299,0.0118,,
49.212,235,,,53.0576,2.7825,,,427.0044,1961.4,,,170.0172,1273.6,,,0.054,0.0091,,
49.8636,239,,,53.2007,2.7785,,,429.5976,1983.6,,,171.0084,1293.2,,,0.0396,0.01,,
49.9548,240.4,,,53.3801,2.786,,,431.6088,1987.9,,,172.0152,1285.9,,,0.0563,0.017,,
50.7636,248.4,,,53.5567,2.8001,,,433.3728,2007.4,,,172.8924,1292.5,,,0.0661,0.0179,,
51.6372,258.5,,,53.7134,2.8091,,,435.138,2015.1,,,173.9544,1293,,,0.039,0.0218,,
51.912,260.5,,,53.8612,2.813,,,436.9464,2022.1,,,174.6648,1302.8,,,0.032,0.0131,,
52.3128,261.4,,,54.0182,2.8195,,,438.4428,2033.1,,,175.164,1314.1,,,0.0416,0.0143,,
53.034,259.4,,,54.1543,2.8291,,,440.7264,2031.5,,,176.3052,1315.4,,,0.0638,0.022,,
52.9812,264.9,,,54.319,2.8353,,,443.1828,2043.4,,,177.7116,1317.9,,,0.0481,0.025,,
53.4636,269.2,,,54.479,2.8367,,,445.6044,2051.8,,,178.9632,1326.6,,,0.059,0.0114,,
54.4692,269.7,,,54.5617,2.8517,,,448.452,2077.4,,,179.7924,1333.5,,,0.05,0.0161,,
54.936,279.3,,,54.6705,2.8478,,,451.2216,2083.7,,,180.8988,1337.2,,,0.0384,0.0191,,
54.8592,276.1,,,54.7965,2.8656,,,454.3764,2089.9,,,182.1384,1344.2,,,0.0583,0.0188,,
55.068,281.2,,,54.9535,2.8838,,,457.0728,2107.5,,,182.748,1365.9,,,0.0146,0.0194,,
55.908,281.7,,,55.0785,2.8921,,,459.468,2109.5,,,184.4148,1373.2,,,0.0358,0.0154,,
56.1564,278.9,,,55.2059,2.8937,,,462.0168,2139.1,,,185.3832,1371,,,0.0348,0.0189,,
56.5584,285.3,,,55.376,2.9065,,,464.1984,2143.8,,,186.5064,1383.1,,,0.0366,0.016,,
57.3816,295.1,,,55.5352,2.9151,,,466.5072,2149,,,187.8372,1391.3,,,0.028,0.0287,,
57.924,297.4,,,55.7393,2.9201,,,468.2556,2158.8,,,189.2832,1406.9,,,0.031,0.0223,,
58.98,301.1,,,55.9255,2.94,,,470.4828,2182.1,,,190.8972,1415.9,,,0.0242,0.0208,,
59.652,296.7,,,56.1338,2.9376,,,472.29,2189,,,192.1476,1429.3,,,0.0157,0.0224,,
59.73,313.2,,,56.33,2.9435,,,473.5164,2198.9,,,193.6056,1442.8,,,0.0018,0.0116,,
60.6348,315.4,,,56.5447,2.9619,,,475.3704,2213.7,,,195.3012,1460.9,,,-0.037,0.0115,,
61.0668,322.4,,,56.7506,2.9653,,,476.4828,2217.6,,,197.3556,1482.2,,,-0.0135,0.0198,,
62.0448,325.7,,,56.9085,2.9803,,,477.3312,2223.4,,,198.9432,1494.9,,,-0.0123,0.0288,,
62.7732,333.1,,,57.0762,2.9919,,,478.9128,2235.7,,,200.2536,1499.6,,,0.0067,0.0159,,
63.0276,335.3,,,57.3066,3.0063,,,480.5988,2237.2,,,201.7512,1526.4,,,0.0288,0.0096,,
63.8424,343.8,,,57.4498,3.0307,,,482.6784,2248.5,,,203.1144,1546.2,,,0.0259,0.0155,,
63.9204,338.9,,,57.6324,3.032,,,484.5648,2256.8,,,204.8448,1554.5,,,0.0447,0.017,,
64.3356,347.8,,,57.7319,3.0428,,,486.4248,2254.6,,,206.1372,1566.4,,,0.0272,0.0171,,
64.9872,354.6,,,57.88,3.0497,,,488.5668,2278.8,,,207.9552,1579.6,,,-0.0004,0.0201,,
65.4684,352.3,,,58.0399,3.0651,,,490.3824,2264.9,,,210.0708,1607.2,,,0.0386,0.0228,,
65.8992,361.1,,,58.1978,3.0778,,,492.018,2265.5,,,211.4316,1616.2,,,0.0002,0.0082,,
66.1992,359.9,,,58.4075,3.0901,,,493.9608,2278.6,,,212.9928,1632.3,,,0.0021,0.0077,,
66.7236,371.7,,,58.5425,3.1018,,,496.0716,2290.8,,,214.8048,1664.6,,,0.0244,0.0046,,
67.5816,377.3,,,58.7653,3.1117,,,498.9456,2300.4,,,215.8272,1672,,,0.0071,0.015,,
68.172,373.7,,,59.0324,3.1326,,,502.1208,2302.1,,,217.8516,1681,,,0.0547,0.0141,,
68.9016,384.4,,,59.3144,3.1407,,,504.7224,2321.5,,,220.11,1701.7,,,0.0406,0.0212,,
69.7224,378.9,,,59.5459,3.1487,,,507.3156,2332.6,,,221.616,1719.9,,,0.0543,0.0174,,
70.2384,390.2,,,59.7695,3.1752,,,510.8712,2339.1,,,222.9444,1725,,,0.0471,0.0112,,
70.6344,401.9,,,59.9786,3.1866,,,513.3816,2359.1,,,224.6844,1739.5,,,0.019,0.0131,,
71.4108,410.7,,,60.1958,3.2041,,,515.934,2358.7,,,226.1004,1744,,,0.0319,0.0119,,
72.462,414.1,,,60.446,3.2184,,,517.4628,2373.5,,,227.5452,1767.4,,,0.0445,0.0184,,
73.038,419.4,,,60.585,3.2315,,,519.4056,2388.1,,,229.2276,1783.3,,,0.0309,0.0112,,
73.4928,424.4,,,60.7434,3.2449,,,520.704,2398.5,,,231.4908,1803,,,0.0277,0.0172,,
73.6584,420.9,,,60.9524,3.2513,,,521.7972,2403.8,,,232.578,1821.7,,,0.0654,0.0162,,
75.1452,432.7,,,61.1163,3.2733,,,522.4788,2416,,,234.3924,1835.7,,,0.0653,0.0078,,
75.4932,442,,,61.3151,3.2927,,,524.1828,2432.8,,,235.6908,1848.6,,,0.006,0.0134,,
76.3176,443.1,,,61.5183,3.3059,,,525.5196,2442.6,,,237.4632,1868,,,0.0134,0.0123,,
77.2872,463.4,,,61.7035,3.3178,,,527.0304,2454.9,,,239.0268,1884.3,,,0.0553,0.0111,,
78.1272,462.1,,,61.9103,3.3267,,,529.1976,2465.9,,,240.6012,1900.3,,,0.0261,0.0107,,
78.8904,466.6,,,62.1423,3.3399,,,531.7776,2462.4,,,242.3244,1919.8,,,0.02,0.0079,,
79.4916,473.7,,,62.3502,3.3589,,,533.5776,2473.2,,,244.1172,1935,,,0.0318,0.0108,,
80.3952,471,,,62.5283,3.3785,,,535.8072,2490.4,,,245.472,1968.4,,,0.0049,0.0093,,
80.5176,480.1,,,62.7312,3.3909,,,538.3956,2499.8,,,247.638,1986.1,,,0.049,0.0066,,
81.366,487,,,62.8575,3.391,,,540.4164,2502.3,,,249.9096,2002.3,,,0.0071,0.0147,,
81.8484,494.2,,,62.968,3.4049,,,542.4924,2522.4,,,252.2712,2019.5,,,0.0274,0.0204,,
82.692,500.1,,,63.0717,3.4093,,,544.2864,2534.1,,,254.64,2037.5,,,0.0321,0.0161,,
83.622,506.8,,,63.1069,3.4317,,,545.5812,2552.4,,,256.5996,2045,,,0.0141,0.0118,,
84.2412,516.8,,,63.2034,3.4377,,,547.0572,2559.2,,,258.5244,2067.4,,,0.0085,0.0086,,
84.7128,515.8,,,63.2845,3.4342,,,547.9008,2554.3,,,260.8128,2082.5,,,0.0165,0.0063,,
85.7028,527.7,,,63.3886,3.4523,,,548.3556,2564,,,262.9548,2115.9,,,0.0419,-0.0037,,
86.3016,529.7,,,63.5623,3.4604,,,549.3816,2576.5,,,265.2612,2134,,,0.0249,0.0026,,
86.2548,529.3,,,63.7454,3.4684,,,550.0992,2581.5,,,267.5328,2154.6,,,0.0403,0.0087,,
86.9544,530.3,,,63.906,3.4608,,,551.3016,2592,,,270.0408,2181.4,,,0.0363,0.0065,,
87.5376,538.6,,,64.1167,3.4801,,,553.32,2597.6,,,272.5044,2212.8,,,0.0507,0.0119,,
88.3836,532.6,,,64.3651,3.4846,,,555.3156,2604,,,275.5452,2229.5,,,0.0337,0.0071,,
88.776,544.5,,,64.521,3.4922,,,557.8848,2617.9,,,277.9848,2253.7,,,0.0594,0.0086,,
88.512,555.8,,,64.705,3.4993,,,560.484,2623.9,,,280.6056,2281.3,,,0.0568,0.0082,,
88.9116,556.9,,,64.7887,3.5003,,,563.7552,2636.1,,,283.704,2301.5,,,0.0672,0.0029,,
89.2536,560.4,,,64.8946,3.5198,,,566.7816,2641.7,,,285.9468,2327.9,,,0.0701,0.0008,,
88.9308,561.2,,,64.9323,3.5176,,,569.9424,2648.8,,,288.8412,2355,,,0.0645,0.0086,,
88.4004,565.8,,,64.9618,3.5243,,,571.95,2660.4,,,291.6312,2387,,,0.0668,0.0134,,
86.7324,566.8,,,64.9837,3.5354,,,574.5372,2670.1,,,294.7128,2417.3,,,0.1201,0.0187,,
85.1448,558.7,,,65.0013,3.5438,,,576.4644,2681.5,,,297.684,2454,,,0.073,0.0182,,
84.3288,560.5,,,65.1043,3.5423,,,578.6868,2691.9,,,300.654,2478.9,,,0.0604,0.0097,,
85.086,562.5,,,65.2086,3.543,,,580.1508,2707.3,,,303.666,2501.7,,,0.0832,0.0101,,
88.218,559.9,,,65.3639,3.5606,,,581.7876,2712.5,,,307.0428,2527.9,,,0.0387,0.0058,,
91.6872,558.1,,,65.5902,3.5545,,,583.3392,2719.5,,,310.2,2558.9,,,0.0747,0.006,,
93.6528,559.1,,,65.8109,3.5631,,,584.6304,2727.8,,,313.008,2594.5,,,0.0474,0.0094,,
94.344,565.3,,,66.0905,3.5755,,,586.3224,2727.8,,,316.4868,2619.4,,,0.0056,0.0116,,
94.8672,579.1,,,66.3861,3.5797,,,588.3144,2737.9,,,319.2552,2645.1,,,0.02,0.0091,,
95.3292,585.1,,,66.7079,3.5901,,,590.4168,2745.8,,,322.0236,2677.9,,,0.0371,0.0068,,
96.4572,596.1,,,66.9888,3.598,,,593.1864,2759.2,,,324.6132,2703.2,,,0.0626,0.0118,,
96.6924,590.4,,,67.2147,3.6076,,,596.3184,2760,,,327.3468,2731.5,,,0.0406,0.0114,,
96.7812,595.9,,,67.4014,3.6217,,,599.5068,2773.7,,,329.6316,2764.6,,,0.0474,0.0102,,
97.092,609.6,,,67.4896,3.634,,,602.292,2783.1,,,332.316,2780.5,,,0.0442,0.0097,,
97.6824,609.2,,,67.5585,3.6436,,,605.6508,2797.2,,,334.2624,2796.3,,,0.0672,0.022,,
98.1864,621.2,,,67.6622,3.6527,,,608.784,2807.4,,,335.9412,2823,,,0.0331,0.0146,,
98.298,619.4,,,67.777,3.6595,,,611.3484,2816.2,,,338.7432,2851.3,,,0.0609,0.012,,
98.5188,622.8,,,67.8304,3.6671,,,613.8384,2835.7,,,341.0676,2873.1,,,0.0635,0.0118,,
99.1512,621.3,,,67.9621,3.6695,,,616.05,2847.4,,,343.3788,2894.6,,,0.0407,0.0108,,
99.12,628.7,,,68.1128,3.6856,,,617.724,2862.4,,,345.1272,2920.4,,,0.0794,0.0112,,
99.834,629.6,,,68.3103,3.6906,,,619.7952,2870.8,,,347.1756,2943.8,,,0.0483,0.009,,
100.242,631.6,,,68.581,3.6978,,,622.4232,2896.6,,,349.092,2959.2,,,0.0203,0.0127,,
100.7616,642.6,,,68.8136,3.7078,,,624.0636,2905,,,351.3492,2978.5,,,0.0422,0.0202,,
102.1368,651.9,,,69.074,3.7148,,,626.382,2900.7,,,354.258,3003.5,,,0.0484,0.0127,,
103.182,658.3,,,69.3218,3.7281,,,629.5668,2915.4,,,356.3196,3016,,,0.0293,0.0105,,
104.4852,658.1,,,69.5396,3.7453,,,631.9992,2936.1,,,358.5648,3042.1,,,0.0236,0.0097,,
105.6228,674.6,,,69.7537,3.7536,,,634.542,2944,,,360.8868,3060.7,,,0.04,0.0108,,
107.2692,675.6,,,69.9436,3.765,,,637.5576,2960.2,,,363.0084,3075.4,,,0.0435,0.0214,,
108.6672,688.9,,,70.0399,3.7816,,,640.3692,2973.5,,,364.7088,3097,,,0.0613,0.015,,
110.3292,696.9,,,70.1406,3.7924,,,643.3116,2983.4,,,366.7548,3111,,,0.0497,0.0205,,
112.1616,696.7,,,70.2212,3.7959,,,646.2648,3004.5,,,368.7276,3126.2,,,0.0546,0.0199,,
113.5968,718.4,,,70.2626,3.8128,,,649.6548,3024.6,,,371.0076,3154.9,,,0.016,0.024,,
115.3992,729.8,,,70.3911,3.8283,,,652.7328,3028.4,,,372.7056,3164.7,,,-0.0032,0.0147,,
116.9268,745.6,,,70.4874,3.8368,,,655.7892,3045.7,,,374.1156,3187.2,,,0.0209,0.0079,,
118.698,752.3,,,70.6383,3.8497,,,658.8636,3073.2,,,376.122,3201.3,,,0.0256,0.0223,,
120.4812,765.1,,,70.8035,3.8578,,,661.3008,3091.8,,,377.778,3214.7,,,0.0361,0.0271,,
121.6824,786.5,,,70.9722,3.8735,,,664.3932,3099.7,,,379.8372,3230.8,,,0.0428,0.0121,,
122.7252,794.6,,,71.2231,3.8821,,,667.2996,3115.1,,,381.3156,3246.6,,,0.0609,0.0244,,
123.51,811.6,,,71.4952,3.8914,,,669.8448,3130.2,,,383.2752,3265.6,,,0.0664,0.0205,,
124.716,828.4,,,71.7836,3.9097,,,672.5592,3149.3,,,385.9656,3274.1,,,0.0524,0.0246,,
125.4336,834.9,,,72.0665,3.9164,,,675.408,3165.7,,,387.8448,3287.3,,,0.0695,0.0332,,
126.0156,843.7,,,72.318,3.9275,,,678.096,3173.6,,,389.748,3300.5,,,0.0583,0.0302,,
126.756,853.8,,,72.5869,3.9508,,,680.9496,3189.4,,,392.3016,3325.7,,,0.0621,0.0271,,
126.7512,857,,,72.7786,3.9583,,,683.6136,3209.3,,,394.6596,3340.6,,,0.0601,0.0247,,
127.1904,859.7,,,72.9036,3.9818,,,685.9548,3234.1,,,396.6468,3358,,,0.034,0.0216,,
127.3656,870.7,,,73.0533,4.0022,,,688.4088,3248.2,,,398.7444,3372.5,,,0.0475,0.0215,,
127.0896,872.1,,,73.131,4.0173,,,691.248,3257.1,,,400.4136,3382.3,,,0.0366,0.0235,,
126.6852,879.1,,,73.2559,4.0185,,,693.8016,3277.8,,,402.4704,3400.8,,,0.0625,0.016,,
125.8092,883.5,,,73.4439,4.0308,,,695.7552,3287.6,,,404.52,3415.2,,,0.0684,0.0089,,
125.1564,879.6,,,73.65,4.0418,,,698.0628,3298.3,,,406.4928,3439.2,,,0.0553,0.0127,,
124.6632,880.9,,,73.8716,4.0609,,,700.3464,3323.5,,,408.798,3464.6,,,0.0754,0.0091,,
124.1736,882.1,,,74.1146,4.0671,,,702.0828,3325.6,,,410.6436,3479.3,,,0.0563,0.0207,,
123.7704,882.8,,,74.349,4.0821,,,704.2776,3336.2,,,412.6968,3499,,,0.0385,0.0173,,
124.4256,885.8,,,74.6105,4.1016,,,706.1088,3363,,,414.6792,3516.6,,,0.0525,0.0185,,
125.6616,880.3,,,74.843,4.1086,,,708.5496,3373.4,,,416.5764,3523,,,0.0746,0.012,,
126.414,883.1,,,75.025,4.1221,,,711.282,3397.1,,,417.7992,3541.3,,,0.0701,0.0155,,
127.1208,875.2,,,75.1709,4.1304,,,713.4324,3415.2,,,420.336,3562.1,,,0.0483,0.0222,,
128.3352,883.8,,,75.2858,4.1485,,,715.4112,3422.4,,,422.2644,3572.1,,,0.0434,0.0131,,
129.5844,888.9,,,75.4432,4.1674,,,717.786,3436.6,,,423.912,3582.3,,,0.0404,0.0205,,
130.1892,894.1,,,75.5215,4.1896,,,719.2536,3451.4,,,425.784,3610.7,,,0.0525,0.0217,,
130.6224,902,,,75.619,4.193,,,721.2048,3460.7,,,426.9552,3626.6,,,0.0583,0.0089,,
131.5956,905.5,,,75.7694,4.1979,,,723.72,3473.4,,,429.2376,3638.8,,,0.0717,0.0103,,
132.714,912.7,,,75.9273,4.2157,,,725.286,3483.6,,,430.7448,3657.4,,,0.0589,0.0198,,
133.9968,903.6,,,76.1343,4.2283,,,726.8184,3494.1,,,432.93,3663.2,,,0.0667,0.0154,,
136.1184,925.1,,,76.3274,4.2305,,,729.2316,3500.6,,,434.526,3680,,,0.0603,0.0134,,
137.5716,935.7,,,76.5739,4.2423,,,731.6832,3504,,,436.1772,3703.9,,,0.0414,0.0131,,
139.4172,940.9,,,76.8114,4.2589,,,733.074,3517.1,,,438.4092,3716,,,0.0384,0.0139,,
140.6292,954.7,,,77.0067,4.266,,,734.9436,3532.4,,,439.7784,3738.6,,,0.0671,0.0139,,
142.062,962.6,,,77.2444,4.2796,,,736.2276,3542.3,,,441.672,3748.4,,,0.0616,0.0163,,
143.8512,984.8,,,77.3932,4.2956,,,737.6748,3551.8,,,442.8204,3754.8,,,0.0782,0.0202,,
145.5708,982.8,,,77.4956,4.3048,,,739.4784,3560.6,,,444.7548,3770.8,,,0.0576,0.0219,,
147.1524,990.5,,,77.595,4.3179,,,741.7584,3567.8,,,446.01,3780.1,,,0.012,0.0183,,
148.77,1011.3,,,77.6279,4.3311,,,743.3472,3567.7,,,447.3936,3790.1,,,0.0502,0.0134,,
149.9868,1015.6,,,77.6584,4.3416,,,745.6512,3585.1,,,448.5264,3794.9,,,0.0326,0.0057,,
152.1096,1029.6,,,77.7394,4.3464,,,747.9072,3594.8,,,450.2988,3820.7,,,0.0279,0.0075,,
152.406,1047.6,,,77.8122,4.3626,,,750.57,3608,,,452.148,3823.7,,,0.0556,0.0115,,
156.372,1058.8,,,77.9288,4.362,,,753.684,3607.3,,,453.8688,3843.2,,,0.0285,0.0121,,
146.4276,1065.3,,,78.0726,4.3687,,,756.402,3620.5,,,455.7084,3855.4,,,0.0158,0.0026,,
147.2304,1067.8,,,78.2967,4.3704,,,759.6384,3627,,,456.864,3851.8,,,0.024,0.0165,,
158.0856,1071.1,,,78.4961,4.3812,,,762.93,3632.2,,,458.3844,3875.7,,,0.0339,0.026,,
159.858,1089,,,78.7423,4.4075,,,765.5232,3647.7,,,460.518,3889.7,,,0.0184,0.0208,,
163.2732,1107.4,,,78.9322,4.4094,,,768.2076,3657,,,462.0792,3894.4,,,0.0058,0.0166,,
165.066,1122.2,,,79.1345,4.4175,,,771.1776,3676.4,,,463.308,3909.7,,,0.0429,0.016,,
167.9148,1140.4,,,79.3069,4.4222,,,773.4168,3682.2,,,465.4536,3926.6,,,0.0342,0.014,,
169.9092,1156.9,,,79.467,4.4337,,,775.6068,3697.1,,,466.788,3943.4,,,0.0042,0.0076,,
171.4656,1169.4,,,79.6296,4.4384,,,777.5508,3712,,,468.1584,3958,,,0.0265,0.0207,,
173.0484,1192.7,,,79.7963,4.4522,,,779.7264,3716.3,,,468.7764,3963.5,,,0.0422,0.0169,,
174.7188,1207.6,,,79.9332,4.4615,,,781.566,3737.7,,,469.1748,3984.8,,,0.0215,0.022,,
176.1144,1226.2,,,80.0655,4.4686,,,783.6588,3755.1,,,469.3308,3993.1,,,0.022,0.0201,,
177.7224,1243.8,,,80.2487,4.4858,,,785.5512,3765,,,469.128,3994.3,,,0.0237,0.016,,
178.6596,1268.7,,,80.4141,4.4859,,,787.0896,3768.4,,,469.5048,4003.3,,,0.0393,0.022,,
179.7924,1270,,,80.6328,4.5057,,,789.3516,3780.7,,,469.2108,4011.3,,,0.0457,0.0171,,
180.5148,1267.3,,,80.9006,4.5275,,,791.49,3792.6,,,469.1148,4010.7,,,0.0468,0.0168,,
181.44,1291.7,,,81.1692,4.5192,,,793.794,3802.6,,,469.4484,4028.4,,,0.0151,0.0222,,
182.2356,1299.7,,,81.4356,4.5279,,,797.046,3820,,,469.6884,4026.3,,,0.0242,0.0162,,
183.1908,1307.9,,,81.7113,4.5396,,,800.4096,3832,,,469.8936,4025.5,,,0.0058,0.0165,,
183.5016,1312.1,,,81.8942,4.5585,,,803.4156,3844.1,,,470.454,4026.1,,,0.0301,0.0186,,
184.4196,1329.6,,,82.0988,4.5737,,,806.8596,3858.2,,,471.4176,4034.1,,,0.017,0.0109,,
185.34,1332.2,,,82.3281,4.5847,,,809.7936,3873.2,,,472.656,4032.8,,,0.0564,0.0087,,
186.4296,1341.7,,,82.4902,4.5926,,,812.4288,3886.6,,,474.1524,4032.4,,,0.0808,0.019,,
187.1148,1347.1,,,82.6689,4.6009,,,814.6584,3894.5,,,476.5284,4029.4,,,0.0261,0.0113,,
188.5572,1343.1,,,82.8546,4.6175,,,817.1316,3907.5,,,479.0436,4045.6,,,0.0646,0.0113,,
190.0284,1359.4,,,83.0305,4.6239,,,819.4284,3916.2,,,481.4148,4052.3,,,0.0221,0.0171,,
191.0436,1371.3,,,83.2485,4.6435,,,821.6376,3929.5,,,484.3308,4052.3,,,0.0413,0.0096,,
