Dcu1,Dtu1,Dcd1,Dtd1,Dcu2,Dtu2,Dcd2,Dtd2,Dcu3,Dtu3,Dcd3,Dtd3,Dcu4,Dtu4,Dcd4,Dtd4,Dcu5,Dtu5,Dcd5,Dtd5
89.141,1251.626563,,,93.2243,1258.917974,,,100.2017,1238.80158,,,69.3939,1057.023431,,,56.2359,980.8450428,,
89.1865,1252.804389,,,93.2512,1257.745834,,,100.2408,1238.537158,,,69.5359,1058.546924,,,56.4291,983.0516736,,
89.2221,1252.741971,,,93.3048,1256.856038,,,100.2864,1240.30505,,,69.6891,1059.738264,,,56.6185,986.3611048,,
89.2733,1253.665304,,,93.3463,1257.801702,,,100.3307,1239.681159,,,69.8444,1059.217084,,,56.8175,987.6282932,,
89.318,1255.191599,,,93.3797,1257.091537,,,100.3664,1239.194546,,,69.9915,1060.571822,,,56.9867,990.3142036,,
89.3636,1255.560586,,,93.407,1257.389248,,,100.4009,1240.426014,,,70.1257,1062.691562,,,57.1698,993.24855,,
89.4057,1257.617126,,,93.4505,1256.559934,,,100.438,1240.298088,,,70.2602,1064.622482,,,57.3701,996.141614,,
89.4507,1256.170388,,,93.4737,1257.394522,,,100.4953,1241.442624,,,70.4135,1066.311559,,,57.5485,998.4763356,,
89.4971,1256.906343,,,93.5043,1257.835486,,,100.5311,1240.56803,,,70.5526,1066.211072,,,57.726,1000.383648,,
89.5454,1255.574018,,,93.5401,1257.650292,,,100.5692,1242.363485,,,70.6869,1068.618264,,,57.9189,1003.897349,,
89.596,1255.526308,,,93.5817,1258.310522,,,100.6206,1241.564988,,,70.8256,1069.49018,,,58.1037,1005.134091,,
89.6402,1255.47316,,,93.6085,1259.595632,,,100.6532,1242.522517,,,70.9796,1071.530322,,,58.2804,1007.118406,,
89.6815,1255.787104,,,93.6498,1259.008532,,,100.6949,1243.209444,,,71.1212,1072.933552,,,58.4723,1007.193844,,
89.7359,1256.29098,,,93.6885,1260.349098,,,100.7419,1244.58536,,,71.2514,1074.396564,,,58.6481,1009.119738,,
89.7804,1255.117975,,,93.6984,1232.53576,,,100.7719,1245.757129,,,71.3829,1075.99908,,,58.8246,1011.023548,,
89.8065,1256.759589,,,93.7038,1237.841084,,,100.8175,1244.395016,,,71.5358,1076.957762,,,58.991,1012.635622,,
89.8498,1256.22885,,,93.7471,1244.182588,,,100.8641,1245.270227,,,71.6684,1078.960124,,,59.1506,1016.417576,,
89.894,1257.246202,,,93.7621,1248.829207,,,100.8986,1245.01524,,,71.8082,1078.96206,,,59.3344,1017.372674,,
89.9297,1257.232524,,,93.7963,1252.477796,,,100.9572,1245.059489,,,71.9427,1080.173258,,,59.5053,1019.719509,,
89.9734,1257.103279,,,93.8369,1255.819322,,,100.9843,1246.267597,,,72.0712,1081.565035,,,59.6637,1021.430627,,
90.0163,1258.168876,,,93.8655,1255.281621,,,101.0278,1247.693694,,,72.1978,1084.469223,,,59.8157,1024.514736,,
90.0448,1258.705712,,,93.907,1256.12206,,,101.0646,1247.991776,,,72.3217,1085.102879,,,59.9938,1026.009925,,
90.1122,1258.801008,,,93.9455,1256.11003,,,101.1048,1246.429224,,,72.4512,1086.077135,,,60.162,1027.072432,,
90.1537,1257.299968,,,93.9756,1258.301499,,,101.1576,1246.617632,,,72.5785,1088.196216,,,60.3193,1030.581765,,
90.1881,1257.904372,,,94.0012,1258.493285,,,101.1876,1247.232748,,,72.7253,1089.636403,,,60.4887,1031.773764,,
90.2068,1258.460366,,,94.0365,1258.573996,,,101.2296,1247.509406,,,72.8383,1092.553198,,,60.6364,1035.126125,,
90.2557,1258.253872,,,94.0765,1258.420526,,,101.2617,1247.945467,,,72.9811,1094.42063,,,60.8113,1037.766139,,
90.2933,1259.938581,,,94.1035,1258.341463,,,101.2876,1248.146028,,,73.0978,1095.329378,,,60.9547,1039.825603,,
90.3344,1259.534244,,,94.1382,1259.849712,,,101.3268,1248.999569,,,73.2265,1095.644476,,,61.1118,1040.706542,,
90.3691,1259.272912,,,94.1811,1258.15598,,,101.3689,1248.624772,,,73.3438,1097.640533,,,61.2764,1041.690768,,
90.4013,1257.734628,,,94.2047,1258.401326,,,101.4046,1249.769308,,,73.4733,1098.712186,,,61.4266,1044.197418,,
90.4578,1258.847934,,,94.2439,1258.275666,,,101.4347,1248.944649,,,73.5964,1099.006396,,,61.5806,1046.532757,,
90.492,1258.569381,,,94.2824,1257.114527,,,101.4897,1251.35831,,,73.7083,1101.333001,,,61.7331,1048.048752,,
90.5389,1259.054305,,,94.3207,1256.459818,,,101.5395,1250.070975,,,73.8358,1101.82773,,,61.8802,1049.083161,,
90.5676,1259.570212,,,94.3517,1255.974482,,,101.5703,1251.042059,,,73.971,1103.623721,,,62.0288,1050.316277,,
90.6021,1259.94954,,,94.3869,1255.999366,,,101.6069,1253.009194,,,74.0935,1104.319836,,,62.1794,1052.928192,,
90.6407,1260.670004,,,94.4237,1254.909791,,,101.6324,1253.137408,,,74.2167,1106.145861,,,62.3188,1055.90069,,
90.6772,1260.758873,,,94.4603,1255.87144,,,101.6774,1254.736463,,,74.3278,1108.699314,,,62.4668,1057.560638,,
90.7096,1261.810132,,,94.4883,1255.483625,,,101.7073,1254.423178,,,74.4538,1108.674964,,,62.6219,1059.62311,,
90.7378,1261.080933,,,94.5204,1255.665605,,,101.7537,1256.179699,,,74.5805,1110.4169,,,62.7623,1063.09009,,
90.7827,1262.297693,,,94.551,1255.599809,,,101.7899,1256.389407,,,74.6878,1110.16797,,,62.9115,1064.199688,,
90.8168,1263.073612,,,94.5686,1255.777175,,,101.8326,1257.267214,,,74.8109,1112.814328,,,63.0438,1066.537129,,
90.8503,1262.998422,,,94.6059,1256.517333,,,101.8696,1257.379154,,,74.9277,1113.21813,,,63.1927,1068.330029,,
90.8809,1262.77928,,,94.6248,1255.422072,,,101.9031,1256.601298,,,75.037,1115.018281,,,63.3376,1069.884052,,
90.9129,1263.15317,,,94.6669,1256.672904,,,101.9384,1257.902559,,,75.1523,1116.566495,,,63.4777,1071.668424,,
90.9494,1265.032631,,,94.7012,1255.335923,,,101.9786,1257.916732,,,75.2632,1116.818762,,,63.6161,1072.211934,,
90.9922,1264.583675,,,94.7095,1256.357559,,,102.0317,1258.695742,,,75.3742,1119.365911,,,63.7609,1074.999774,,
91.0214,1264.490274,,,94.7497,1255.868227,,,102.0528,1259.601441,,,75.493,1119.004134,,,63.8874,1075.670304,,
91.071,1265.070947,,,94.7802,1256.646083,,,102.0975,1259.995849,,,75.6005,1121.757283,,,64.0126,1077.966503,,
91.1082,1265.219638,,,94.8022,1257.204796,,,102.1341,1259.45893,,,75.7036,1122.689515,,,64.1425,1079.482993,,
91.1471,1265.836773,,,94.8357,1257.136692,,,102.1704,1260.044465,,,75.8124,1123.695413,,,64.2712,1081.94321,,
91.1769,1265.458516,,,94.8606,1259.50767,,,102.2058,1260.631812,,,75.9279,1125.503764,,,64.4075,1084.165991,,
91.2076,1266.548626,,,94.8841,1259.035724,,,102.2348,1259.88259,,,76.0226,1126.2583,,,64.532,1084.874713,,
91.2489,1266.069718,,,94.9253,1260.827471,,,102.2833,1261.326238,,,76.1338,1128.676081,,,64.6596,1087.040103,,
91.2891,1266.299408,,,94.9498,1260.423546,,,102.3005,1260.524404,,,76.2328,1129.203194,,,64.7729,1088.789784,,
91.3185,1265.248025,,,95.0021,1260.61183,,,102.3458,1261.93538,,,76.3433,1131.796652,,,64.8971,1092.297676,,
91.3584,1266.35993,,,95.0337,1260.182979,,,102.3851,1262.52454,,,76.4456,1131.832372,,,65.0287,1094.371478,,
91.4002,1266.512123,,,95.0501,1259.085288,,,102.4144,1261.810297,,,76.5503,1132.833491,,,65.1683,1095.896908,,
91.4326,1266.598643,,,95.0884,1259.783174,,,102.4613,1262.662436,,,76.6645,1133.740962,,,65.2734,1097.418671,,
91.4618,1267.656783,,,95.1207,1260.596092,,,102.4891,1261.119373,,,76.7609,1134.697338,,,65.4043,1098.486081,,
91.4969,1267.042862,,,95.1428,1262.703183,,,102.5218,1263.398886,,,76.8693,1136.159814,,,65.5379,1101.039162,,
91.524,1268.395169,,,95.1717,1262.66668,,,102.5654,1261.868306,,,76.9691,1136.191909,,,65.6547,1102.065331,,
91.5507,1267.851782,,,95.2017,1263.438974,,,102.6058,1263.370747,,,77.0709,1137.562427,,,65.7847,1104.733814,,
91.5843,1269.342234,,,95.234,1263.771499,,,102.6291,1264.700518,,,77.1691,1137.611826,,,65.8976,1105.207037,,
91.6263,1269.313723,,,95.2747,1264.233475,,,102.6641,1266.124802,,,77.2826,1140.156502,,,66.0072,1106.61274,,
91.6691,1269.153167,,,95.2914,1265.134107,,,102.6986,1265.988966,,,77.3827,1141.276154,,,66.1087,1108.494797,,
91.6794,1270.132491,,,95.3335,1264.773236,,,102.721,1266.022791,,,77.4608,1141.301038,,,66.2399,1109.664836,,
91.7328,1270.202902,,,95.3616,1267.24536,,,102.7579,1267.157398,,,77.58,1142.647949,,,66.3495,1112.992065,,
91.7589,1270.522737,,,95.3904,1265.906318,,,102.7902,1267.052132,,,77.6665,1143.43524,,,66.4454,1113.768356,,
91.7732,1269.990351,,,95.4237,1267.195054,,,102.8269,1268.793573,,,77.7576,1146.174051,,,66.5653,1116.138056,,
91.8366,1269.913348,,,95.4472,1266.562552,,,102.8607,1267.709931,,,77.8482,1146.96748,,,66.6791,1116.742954,,
91.8553,1268.642781,,,95.479,1265.694674,,,102.904,1268.712945,,,77.9535,1148.894281,,,66.7953,1118.707123,,
91.8752,1268.394263,,,95.5084,1267.014722,,,102.9247,1268.110642,,,78.0545,1150.221168,,,66.8942,1120.514196,,
91.9153,1269.744016,,,95.5483,1267.714051,,,102.9592,1268.174996,,,78.1573,1150.76715,,,67.0045,1122.009427,,
91.9496,1270.613048,,,95.585,1269.478935,,,102.9976,1269.440372,,,78.2463,1151.700784,,,67.1239,1124.746054,,
91.9818,1272.094188,,,95.611,1268.704458,,,103.0286,1268.024864,,,78.3458,1153.189422,,,67.2163,1125.425896,,
92.0031,1271.988963,,,95.6389,1268.577932,,,103.0669,1268.740837,,,78.4472,1154.324812,,,67.3383,1128.240927,,
92.0433,1272.970223,,,95.6645,1266.818157,,,103.098,1267.204077,,,78.5383,1154.113538,,,67.4264,1129.329472,,
92.0833,1272.582655,,,95.6927,1266.101442,,,103.1195,1269.293082,,,78.6419,1154.09368,,,67.5507,1131.055711,,
92.1082,1272.520484,,,95.7301,1266.293228,,,103.161,1269.189546,,,78.7226,1155.56452,,,67.6519,1132.345848,,
92.1275,1271.873768,,,95.7449,1266.280456,,,103.199,1269.234537,,,78.824,1156.837517,,,67.7361,1134.22671,,
92.1635,1271.627433,,,95.7844,1265.822971,,,103.2269,1270.182508,,,78.9174,1158.287592,,,67.8515,1137.20823,,
92.2084,1273.915475,,,95.7997,1265.906195,,,103.2652,1269.071014,,,79.0092,1160.429539,,,67.9436,1138.059093,,
92.2374,1273.396849,,,95.84,1267.276672,,,103.2981,1270.471443,,,79.1018,1162.684168,,,68.0541,1141.131171,,
92.2522,1275.00608,,,95.8756,1265.8631,,,103.3361,1270.261076,,,79.1931,1161.946812,,,68.1414,1140.76515,,
92.2985,1276.167673,,,95.8901,1266.448387,,,103.3619,1271.636744,,,79.2748,1164.344858,,,68.2445,1142.939562,,
92.3377,1276.562987,,,95.916,1266.399524,,,103.3946,1271.645355,,,79.3611,1165.649208,,,68.3374,1143.932688,,
92.3613,1277.324322,,,95.9489,1266.859686,,,103.4338,1272.603008,,,79.4665,1165.842931,,,68.4251,1145.801685,,
92.3952,1275.933698,,,95.9706,1267.9128,,,103.4608,1272.826806,,,79.5476,1166.701003,,,68.5362,1146.782781,,
92.4244,1275.714967,,,95.9881,1266.930509,,,103.4874,1271.959299,,,79.6424,1167.494186,,,68.6426,1148.101181,,
92.4598,1275.616417,,,96.0153,1269.112791,,,103.5186,1271.819219,,,79.7256,1168.79454,,,69.0784,1157.430674,,
92.5005,1276.5044,,,96.0445,1268.394922,,,103.5471,1270.596897,,,79.807,1168.204844,,,69.1466,1165.403986,,
92.5313,1275.722836,,,96.0801,1269.665077,,,103.5771,1271.536628,,,79.903,1170.071905,,,69.1991,1168.50717,,
92.5541,1276.616258,,,96.0988,1270.855633,,,103.5994,1270.840018,,,79.9814,1169.483528,,,69.2704,1171.227153,,
92.5784,1277.650626,,,96.127,1271.166611,,,103.6341,1270.316902,,,80.0678,1171.57863,,,69.3477,1170.371511,,
92.6051,1276.480298,,,96.1666,1273.513734,,,103.6645,1269.306637,,,80.1541,1171.784465,,,69.4202,1170.182815,,
92.6278,1276.547248,,,96.1906,1271.678397,,,103.699,1268.710143,,,80.2471,1172.17191,,,69.4968,1169.621383,,
92.665,1275.00299,,,96.2263,1272.884445,,,103.7073,1269.736518,,,80.3333,1173.218143,,,69.5744,1169.672471,,
92.6987,1274.862045,,,96.2453,1272.488884,,,103.7387,1269.382486,,,80.4208,1172.65222,,,69.6519,1169.057643,,
92.7219,1274.931178,,,96.2786,1273.253432,,,103.7889,1269.918745,,,80.5193,1173.51676,,,69.7305,1168.374053,,
92.7605,1276.055856,,,96.3018,1272.57837,,,103.8141,1268.108582,,,80.5973,1173.376928,,,69.7851,1169.185981,,
92.7881,1275.102447,,,96.3325,1272.65047,,,103.8385,1268.86349,,,80.6839,1174.896548,,,69.8535,1168.957692,,
92.8158,1276.039088,,,96.3604,1273.546982,,,103.8858,1268.764568,,,80.7628,1176.38943,,,69.9344,1171.158266,,
92.8483,1277.787327,,,96.3771,1272.486412,,,103.9067,1269.022522,,,80.8415,1177.4184,,,69.9938,1171.316516,,
92.8714,1276.708588,,,96.4118,1272.923255,,,103.9326,1269.741791,,,80.9043,1179.059891,,,70.075,1172.73256,,
92.9071,1277.977053,,,96.4435,1272.6199,,,103.9628,1269.956567,,,81.0011,1179.562613,,,70.1539,1174.672997,,
92.9369,1277.575559,,,96.4791,1273.279759,,,103.9814,1271.411421,,,81.0656,1180.853162,,,70.2197,1174.675469,,
92.9691,1278.367588,,,96.4974,1272.083764,,,104.0213,1271.614908,,,81.1487,1180.243608,,,70.2995,1175.905907,,
92.9849,1278.44525,,,96.5234,1271.673494,,,104.0354,1273.20391,,,81.2298,1182.584427,,,70.3647,1175.860505,,
93.0083,1278.320002,,,96.5436,1271.398361,,,104.069,1272.747208,,,81.3109,1183.566058,,,70.4368,1179.11547,,
93.0439,1279.763897,,,96.5777,1272.222278,,,104.1002,1273.289276,,,81.39,1184.98956,,,70.5058,1179.868194,,
93.0765,1278.87476,,,96.6098,1273.414153,,,104.1269,1273.12563,,,81.4634,1185.830369,,,70.5818,1182.505488,,
93.1212,1280.372545,,,96.6198,1274.010647,,,104.1599,1272.331005,,,81.5407,1187.112142,,,70.6572,1184.945064,,
93.1354,1277.74658,,,96.6459,1275.326987,,,104.191,1273.377403,,,81.6119,1188.417111,,,70.7214,1185.142782,,
93.1651,1278.32029,,,96.6655,1274.470192,,,104.204,1272.303772,,,81.7001,1188.639468,,,70.7968,1186.629237,,
93.1986,1278.599132,,,96.6873,1276.132323,,,104.2327,1272.28482,,,81.7768,1188.85449,,,70.866,1187.301745,,
93.2223,1279.982504,,,96.708,1275.931762,,,104.2656,1271.358768,,,81.8581,1190.651511,,,70.926,1189.796776,,
93.2415,1281.000639,,,96.7341,1275.247924,,,104.3004,1271.479896,,,82.2046,1201.906856,,,70.9934,1189.711121,,
93.2792,1280.661439,,,96.7723,1274.540767,,,104.3225,1271.844516,,,82.2481,1206.227706,,,71.0624,1191.082916,,
93.3132,1280.658761,,,96.8014,1274.699923,,,104.3463,1272.820214,,,82.3134,1211.19688,,,71.127,1191.733588,,
93.3361,1279.589003,,,96.8202,1275.697292,,,104.3722,1274.150356,,,82.3669,1211.547862,,,71.1899,1192.589641,,
93.3665,1281.098406,,,96.8393,1275.302596,,,104.4144,1273.337398,,,82.4146,1214.887699,,,71.2476,1194.606052,,
93.3965,1281.371604,,,96.8611,1277.019936,,,104.4375,1275.574104,,,82.4648,1216.962902,,,71.3268,1194.158743,,
93.4301,1281.532943,,,96.8874,1276.523764,,,104.4469,1275.39715,,,82.5202,1216.7946,,,71.3853,1196.7913,,
93.4409,1282.286944,,,96.9154,1276.071553,,,104.4841,1276.971938,,,82.5737,1218.25205,,,71.4457,1195.926512,,
93.4653,1282.409473,,,96.9501,1276.64448,,,104.5062,1277.01285,,,82.6205,1217.999123,,,71.5303,1197.188138,,
93.5002,1283.084535,,,96.9608,1275.339264,,,104.5263,1276.365515,,,82.6834,1218.5154,,,71.6,1197.634128,,
93.5122,1282.901236,,,96.9891,1277.011696,,,104.5677,1277.884971,,,82.7399,1218.426779,,,71.6437,1197.782613,,
93.5416,1283.029821,,,97.0241,1276.651979,,,104.5872,1278.514013,,,82.797,1219.267342,,,71.7393,1199.738253,,
93.5852,1282.753946,,,97.0425,1277.393208,,,104.6139,1278.651744,,,82.8659,1219.027187,,,71.8,1199.705005,,
93.6094,1283.154163,,,97.0675,1277.23533,,,104.6431,1277.150458,,,82.9119,1219.352214,,,71.8527,1200.852095,,
93.6413,1283.722846,,,97.0878,1276.855095,,,104.6645,1278.662333,,,82.9702,1220.331496,,,71.9092,1200.350238,,
93.6673,1283.952042,,,97.1131,1275.879767,,,104.6945,1277.977053,,,83.0151,1220.923788,,,71.967,1202.553161,,
93.6918,1284.722647,,,97.1291,1275.70063,,,104.7098,1278.519946,,,83.0722,1221.932734,,,72.0423,1203.248493,,
93.7131,1284.608399,,,97.1453,1275.88673,,,104.7396,1277.207849,,,83.1361,1222.344322,,,72.1024,1204.556058,,
93.7598,1284.754371,,,97.1818,1274.611837,,,104.7717,1275.286899,,,83.1904,1223.624777,,,72.1643,1205.336097,,
93.7895,1285.666127,,,97.2106,1275.866377,,,104.795,1274.881491,,,83.2444,1222.209928,,,72.2141,1205.846442,,
93.7944,1286.956387,,,97.236,1276.536784,,,104.8176,1273.388074,,,83.3034,1222.442337,,,72.2897,1207.166902,,
93.8431,1286.410817,,,97.2503,1276.77941,,,104.8471,1274.760652,,,83.3601,1223.082338,,,72.3648,1207.059328,,
93.8671,1287.074672,,,97.2731,1278.235295,,,104.8788,1274.358787,,,83.4035,1223.677925,,,72.4234,1209.464749,,
93.8821,1286.605693,,,97.3049,1278.172094,,,104.9041,1273.442375,,,83.4741,1223.37082,,,72.4685,1209.719983,,
93.9103,1286.647758,,,97.334,1279.979826,,,104.9163,1273.852933,,,83.5217,1223.936785,,,72.5333,1209.60623,,
93.9423,1288.000066,,,97.3603,1279.333522,,,104.9355,1273.15414,,,83.5896,1225.052687,,,72.5907,1208.695916,,
93.9583,1286.397138,,,97.3689,1280.053451,,,104.9557,1273.381111,,,83.6324,1224.383928,,,72.6532,1208.265541,,
93.9901,1287.268889,,,97.4005,1278.251404,,,104.9846,1272.09703,,,83.6853,1224.325012,,,72.7167,1210.107428,,
94.0224,1287.382024,,,97.4203,1278.506144,,,105.007,1272.926098,,,83.734,1223.619009,,,72.7659,1209.575289,,
94.0438,1288.794566,,,97.4479,1277.693844,,,105.0299,1273.766908,,,83.7831,1224.074393,,,72.8261,1211.584984,,
94.0644,1288.211216,,,97.4639,1277.793672,,,105.0497,1275.428874,,,83.8497,1224.724817,,,72.8898,1210.799506,,
94.0914,1287.113606,,,97.4852,1277.849622,,,105.0734,1274.693454,,,83.8902,1223.595278,,,72.9522,1211.94845,,
94.1222,1288.023014,,,97.511,1276.890815,,,105.0973,1275.197619,,,83.9419,1224.490101,,,72.9993,1211.96287,,
94.1352,1286.831551,,,97.5317,1278.146014,,,105.1198,1275.246894,,,83.9946,1224.565291,,,73.0512,1212.336678,,
94.1539,1289.386693,,,97.5466,1276.858844,,,105.1296,1274.331554,,,84.0477,1224.950676,,,73.108,1213.493326,,
94.1853,1287.640884,,,97.5665,1277.859963,,,105.1501,1275.960396,,,84.1176,1225.024959,,,73.1711,1213.047831,,
94.2074,1287.157608,,,97.5952,1277.992915,,,105.1846,1274.644468,,,84.1573,1226.753876,,,73.2244,1214.784122,,
94.244,1287.199756,,,97.6319,1280.119742,,,105.1925,1276.452818,,,84.2131,1226.804593,,,73.2747,1213.655201,,
94.2739,1286.494288,,,97.6423,1280.059631,,,105.2228,1274.669229,,,84.2618,1227.546317,,,73.3319,1215.210378,,
94.298,1286.601985,,,97.6569,1278.053562,,,105.2453,1275.814259,,,84.2965,1228.130986,,,73.3826,1215.333442,,
94.3185,1285.3727,,,97.6831,1277.802159,,,105.2535,1277.129816,,,84.3557,1226.808837,,,73.4466,1214.789932,,
94.3502,1287.101123,,,97.7061,1276.926412,,,105.2757,1277.076298,,,84.4005,1227.727638,,,73.4954,1215.477766,,
94.363,1285.708686,,,97.7271,1277.102872,,,105.304,1278.73983,,,84.4547,1226.943108,,,73.5495,1214.891696,,
94.3984,1285.770981,,,97.7535,1276.517708,,,105.3236,1277.214812,,,84.508,1227.57458,,,73.5959,1214.753923,,
94.4185,1285.868872,,,97.7658,1276.756421,,,105.3288,1278.630609,,,84.5571,1227.377232,,,73.6519,1214.54372,,
94.4333,1285.504499,,,97.7823,1276.448945,,,105.365,1278.256966,,,84.5921,1226.872285,,,73.6972,1214.685325,,
94.449,1287.4011,,,97.8089,1276.845948,,,105.3765,1279.400307,,,84.6382,1227.884363,,,73.7459,1215.653813,,
94.4792,1287.360848,,,97.8216,1278.438534,,,105.4067,1278.612151,,,84.6924,1228.123982,,,73.7918,1216.993349,,
94.496,1288.265641,,,97.8408,1278.107451,,,105.4271,1277.410594,,,84.7315,1228.297599,,,73.8409,1217.912315,,
94.517,1287.06153,,,97.8523,1279.533548,,,105.4421,1278.297589,,,84.7772,1227.534822,,,73.8826,1217.96159,,
94.5423,1288.048187,,,97.8746,1278.668266,,,105.4605,1277.236607,,,84.8303,1229.110928,,,73.9317,1219.235329,,
94.5648,1289.055857,,,97.9007,1280.360556,,,105.4848,1279.715817,,,84.8719,1229.557824,,,73.9871,1219.421842,,
94.5925,1289.958178,,,97.9231,1279.986006,,,105.5076,1279.887085,,,84.8999,1230.415897,,,74.0173,1221.19785,,
94.6048,1290.999673,,,97.9311,1279.356223,,,105.5287,1280.9746,,,84.9525,1229.663338,,,74.0723,1220.80575,,
94.6285,1290.307472,,,97.9466,1280.141289,,,105.5541,1280.21582,,,84.994,1230.569243,,,74.119,1223.086705,,
94.6625,1290.616472,,,97.9682,1280.231311,,,105.5762,1280.20552,,,85.0406,1232.755274,,,74.1694,1222.891953,,
94.6886,1289.518244,,,98.005,1280.960016,,,105.5848,1281.174915,,,85.0944,1232.261945,,,74.2162,1222.945348,,
94.7023,1290.913894,,,98.0105,1279.974924,,,105.611,1280.874278,,,85.1274,1233.094474,,,74.2637,1225.659522,,
94.7211,1290.567073,,,98.0302,1280.803085,,,105.6335,1282.236762,,,85.1759,1233.377064,,,74.3092,1224.792014,,
94.764,1291.475986,,,98.0442,1281.538093,,,105.6439,1281.260034,,,85.2302,1234.506398,,,74.3584,1225.992541,,
94.7769,1290.764915,,,98.0553,1282.130219,,,105.6725,1282.33762,,,85.2742,1235.739802,,,74.4041,1225.823827,,
94.7832,1290.679549,,,98.0871,1282.956568,,,105.6914,1281.486016,,,85.3204,1235.56153,,,74.4557,1228.3924,,
94.8064,1291.811972,,,98.1074,1282.385206,,,105.7092,1282.168164,,,85.3538,1238.041646,,,74.4994,1228.549496,,
94.8358,1290.018042,,,98.1264,1282.30293,,,105.7342,1281.789742,,,85.3962,1237.596521,,,74.5426,1229.795425,,
94.8598,1291.668143,,,98.1407,1281.315489,,,105.7544,1281.333411,,,85.446,1238.437207,,,74.5965,1230.482847,,
94.878,1289.71415,,,98.1674,1282.265026,,,105.7768,1282.130508,,,85.4855,1238.262808,,,74.6401,1229.476702,,
94.9096,1289.93008,,,98.1872,1282.01556,,,105.7957,1281.008796,,,85.5234,1239.773529,,,74.6895,1230.026021,,
94.9254,1290.018289,,,98.2045,1282.906674,,,105.8104,1283.439349,,,85.5751,1239.923003,,,74.7142,1229.288541,,
94.9591,1289.458422,,,98.2181,1282.327196,,,105.8259,1283.963372,,,85.6303,1240.548295,,,74.7697,1229.823894,,
94.9629,1289.315128,,,98.2456,1282.404817,,,105.84,1283.859012,,,85.6551,1242.127203,,,74.8195,1228.540061,,
94.9816,1288.501387,,,98.2688,1284.536176,,,105.8573,1284.626939,,,85.7024,1241.421982,,,74.8519,1229.768851,,
95.0122,1289.391719,,,98.2991,1282.673606,,,105.8773,1285.691506,,,85.7529,1241.422353,,,74.9032,1229.0214,,
95.0309,1288.629107,,,98.3078,1284.012647,,,105.8857,1287.833453,,,85.7855,1240.713878,,,74.9366,1229.172069,,
95.0548,1289.921057,,,98.3242,1283.343106,,,105.9162,1287.494336,,,85.8311,1240.164311,,,74.986,1230.574929,,
95.0629,1289.92839,,,98.3408,1284.393747,,,105.9367,1289.079341,,,85.8636,1240.038445,,,75.0365,1230.25431,,
95.0919,1290.44199,,,98.365,1283.884968,,,105.9489,1287.708988,,,85.9037,1240.284286,,,75.0751,1231.4316,,
95.1172,1291.428894,,,98.3947,1283.88056,,,105.9721,1289.255265,,,85.9479,1239.66608,,,75.112,1230.751265,,
95.1293,1291.66118,,,98.4029,1284.455918,,,105.9718,1288.509545,,,85.9842,1240.827384,,,75.1575,1231.757534,,
95.1633,1294.346472,,,98.4193,1284.107325,,,106.0161,1288.602657,,,86.0267,1242.70116,,,75.1922,1230.685221,,
95.1749,1293.021357,,,98.4412,1284.61907,,,106.0437,1290.21745,,,86.0629,1240.999312,,,75.2366,1230.963527,,
95.1958,1294.186534,,,98.4609,1284.042806,,,106.0538,1289.19569,,,86.1179,1242.356522,,,75.2742,1233.573877,,
95.2212,1292.401132,,,98.4829,1285.350494,,,106.0723,1291.375746,,,86.1613,1242.337076,,,75.3243,1233.073462,,
95.2386,1292.58027,,,98.508,1284.101392,,,106.082,1290.181976,,,86.1896,1242.814378,,,75.3625,1234.268426,,
95.2591,1293.869376,,,98.5121,1286.106308,,,106.1045,1290.915707,,,86.2236,1242.076774,,,75.3945,1233.238056,,
95.2738,1292.957002,,,98.5341,1286.337316,,,106.1375,1289.956901,,,86.2695,1242.416756,,,75.4229,1234.760725,,
95.302,1293.034912,,,98.5631,1285.527324,,,106.1522,1288.309107,,,86.3102,1244.659808,,,75.4649,1235.237286,,
95.3112,1291.729407,,,98.5727,1287.07014,,,106.1633,1289.444332,,,86.3316,1244.2022,,,75.5026,1236.95203,,
95.3255,1292.26443,,,98.5842,1286.049287,,,106.1782,1288.279196,,,86.3709,1245.060766,,,75.5298,1236.944284,,
95.3409,1293.290805,,,98.5943,1287.910167,,,106.1955,1289.360778,,,86.4057,1245.610457,,,75.7003,1273.829326,,
95.3771,1292.686936,,,98.618,1285.296604,,,106.2194,1289.92015,,,86.4362,1246.364746,,,75.7012,1281.311616,,
95.3966,1292.544673,,,98.6401,1285.253385,,,106.2587,1291.733816,,,86.4767,1245.724869,,,75.7128,1287.776432,,
95.4262,1292.646313,,,98.6544,1285.506065,,,106.264,1290.203483,,,86.5145,1246.694758,,,75.7332,1295.453722,,
95.4368,1295.269558,,,98.6731,1285.63568,,,106.2809,1290.214854,,,86.5334,1247.688544,,,75.7419,1299.109687,,
95.4558,1293.160819,,,98.6867,1285.959265,,,106.2977,1290.038271,,,86.5813,1248.431956,,,75.7472,1303.613671,,
95.4728,1293.900482,,,98.703,1285.182727,,,106.3108,1290.160429,,,86.619,1249.834075,,,75.7519,1304.567327,,
95.499,1293.478718,,,98.7228,1287.862952,,,106.34,1291.246914,,,86.6451,1248.005166,,,75.7514,1306.976992,,
95.5063,1293.719532,,,98.7363,1286.996269,,,106.3574,1290.8729,,,86.6922,1248.738814,,,75.7562,1307.963031,,
